substance,name,form,aktiv_substans,size_unit,kategori,size,article_id,atc
Medel vid funktionella mag-tarmsymptom,"Iberogast, Orala droppar, lösning",Flaska,"Angelica archangelica (kvanne) ,Chelidonium majus (skelört), extrakt (1:2,5-3,5) etanol 30%,Iberis amara (blomsteriberis), färsk planta, extrakt (1:1,5-...,Kummin,Lakritsrot (Glycyrrhiza glabra) ,Matricaria recutita (kamomill), blomma, extrakt (1:2-4) etan...,Melissa officinalis (citronmeliss), blad, extrakt (1:2,5-3,5...,Pepparmynta (Mentha piperita),Silybum marianum (mariatistel), frukt, extrakt (1:2,5-3,5), ...",ml,Mage & tarm,20,591971,A03
Medel vid funktionella mag-tarmsymptom,"Iberogast, Orala droppar, lösning",Flaska,"Angelica archangelica (kvanne) ,Chelidonium majus (skelört), extrakt (1:2,5-3,5) etanol 30%,Iberis amara (blomsteriberis), färsk planta, extrakt (1:1,5-...,Kummin,Lakritsrot (Glycyrrhiza glabra) ,Matricaria recutita (kamomill), blomma, extrakt (1:2-4) etan...,Melissa officinalis (citronmeliss), blad, extrakt (1:2,5-3,5...,Pepparmynta (Mentha piperita),Silybum marianum (mariatistel), frukt, extrakt (1:2,5-3,5), ...",ml,Mage & tarm,50,073781,A03
Medel vid funktionella mag-tarmsymptom,"Iberogast, Orala droppar, lösning",Flaska,"Angelica archangelica (kvanne) ,Chelidonium majus (skelört), extrakt (1:2,5-3,5) etanol 30%,Iberis amara (blomsteriberis), färsk planta, extrakt (1:1,5-...,Kummin,Lakritsrot (Glycyrrhiza glabra) ,Matricaria recutita (kamomill), blomma, extrakt (1:2-4) etan...,Melissa officinalis (citronmeliss), blad, extrakt (1:2,5-3,5...,Pepparmynta (Mentha piperita),Silybum marianum (mariatistel), frukt, extrakt (1:2,5-3,5), ...",ml,Mage & tarm,100,478774,A03
Antidiarroikum,"Loperamid Mylan, Kapsel, hård 2 mg",Blister,Loperamid,st,Mage & tarm,40,074286,A07DA03
Antidiarroikum,"Loperamid Mylan, Kapsel, hård 2 mg",Blister,Loperamid,st,Mage & tarm,16,011692,A07DA03
Antidiarroikum,"Loperamid Mylan, Kapsel, hård 2 mg",Blister,Loperamid,st,Mage & tarm,100,075226,A07DA03
Antidiarroikum,"Loperamid Mylan, Kapsel, hård 2 mg",Burk,Loperamid,st,Mage & tarm,250,399857,A07DA03
Medel vid ökad gasansamling i mag-tarmkanalen,"Dimetikon Meda, Kapsel, mjuk 200 mg",Blister,Dimetikon (Simetikon),st,Mage & tarm,49,425728,A03AX13
Medel vid ökad gasansamling i mag-tarmkanalen,"Dimetikon Meda, Kapsel, mjuk 200 mg",Burk,Dimetikon (Simetikon),st,Mage & tarm,25,553099,A03AX13
Medel vid ökad gasansamling i mag-tarmkanalen,"Dimetikon Meda, Kapsel, mjuk 200 mg",Burk,Dimetikon (Simetikon),st,Mage & tarm,100,553131,A03AX13
Medel vid ökad gasansamling i mag-tarmkanalen,"Dimetikon Meda, Kapsel, mjuk 200 mg",Burk,Dimetikon (Simetikon),st,Mage & tarm,250,553149,A03AX13
Syrahämmande medel - protonpumpshämmare,"Losec, Enterotablett 10 mg",Blister,Omeprazol,st,Mage & tarm,7,000149,A02BC01
Syrahämmande medel - protonpumpshämmare,"Losec, Enterotablett 10 mg",Blister,Omeprazol,st,Mage & tarm,14,492512,A02BC01
Syrahämmande medel - protonpumpshämmare,"Losec, Enterotablett 10 mg",Burk,Omeprazol,st,Mage & tarm,14,516476,A02BC01
Syrahämmande medel - protonpumpshämmare,"Losec, Enterotablett 10 mg",Burk,Omeprazol,st,Mage & tarm,50,088793,A02BC01
Syrahämmande medel - protonpumpshämmare,"Losec, Enterotablett 10 mg",Burk,Omeprazol,st,Mage & tarm,100,492520,A02BC01
Syrahämmande medel - protonpumpshämmare,"Losec, Enterotablett 10 mg",Burk,Omeprazol,st,Mage & tarm,100,492520,A02BC01
Övriga medel vid magsår och gastroesofageal refluxsjukdom,"Galieve Mint, Oral suspension",Flaska,"Alginsyra,Kalciumkarbonat,Natriumvätekarbonat",ml,Mage & tarm,150,095032,A02BX13
Övriga medel vid magsår och gastroesofageal refluxsjukdom,"Galieve Mint, Oral suspension",Flaska,"Alginsyra,Kalciumkarbonat,Natriumvätekarbonat",ml,Mage & tarm,300,091540,A02BX13
Antidiarroika och medel vid intestinala infektioner och inflammationer,"Trevis, Kapsel, hård",Burk,"Bifidobacterium animalis,Lactobacillus acidophilus,Lactobacillus bulgaricus,Streptococcus thermophilus",st,Mage & tarm,33,261883,A07
Antidiarroika och medel vid intestinala infektioner och inflammationer,"Trevis, Kapsel, hård",Burk,"Bifidobacterium animalis,Lactobacillus acidophilus,Lactobacillus bulgaricus,Streptococcus thermophilus",st,Mage & tarm,54,261909,A07
Sockerfritt bulkmedel,"Lunelax, Granulat",Burk,Ispaghulaskal,st,Mage & tarm,100,521625,A06AC01
Syrahämmande medel - H2-antagonist,"Zantac Brus, Brustablett 150 mg",Tablettburk,Ranitidin,st,Mage & tarm,10,047505,A02BA02
Syrahämmande medel - H2-antagonist,"Zantac Brus, Brustablett 150 mg",Tablettburk,Ranitidin,st,Mage & tarm,20,047515,A02BA02
Syrahämmande medel - H2-antagonist,"Zantac Brus, Brustablett 150 mg",Tablettburk,Ranitidin,st,Mage & tarm,30,047524,A02BA02
Syrahämmande medel - H2-antagonist,"Zantac Brus, Brustablett 150 mg",Tablettburk,Ranitidin,st,Mage & tarm,30,441014,A02BA02
Syrahämmande medel - H2-antagonist,"Zantac Brus, Brustablett 150 mg",Tablettburk,Ranitidin,st,Mage & tarm,60,441022,A02BA02
Syrahämmande medel - H2-antagonist,"Zantac Brus, Brustablett 150 mg",Tablettburk,Ranitidin,st,Mage & tarm,90,441048,A02BA02
"Antiinflammatoriska medel, icke-steroider för utvärtes bruk","Diklofenak Apofri, Gel 11,6 mg/g",Tub,Diklofenak,g,"Förkylning, värk & feber",60,420696,M02AA15
"Antiinflammatoriska medel, icke-steroider för utvärtes bruk","Diklofenak Apofri, Gel 11,6 mg/g",Tub,Diklofenak,g,"Förkylning, värk & feber",100,408561,M02AA15
Digestionsmedel,"Creon 40000, Enterokapsel, hård",Burk,"Pankreasenzymer (amylas, lipas, proteas)",st,Motion & hälsa,100,150396,A09AA02
Hjälpmedel mot abstinensbesvär i samband med rökavvänjning,"Nicotinell Lakrits, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,96,019672,N07BA01
Medel vid nikotinberoende,"Nicotinell Spearmint, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,96,111337,N07BA01
Medel vid nikotinberoende,"Nicotinell Spearmint, Medicinskt tuggummi 4 mg",Blister,Nikotin,st,Motion & hälsa,204,084456,N07BA01
Avsvällande nässpray utan konserveringsmedel,"Klarimax, Nässpray, lösning 1 mg/ml",Spraybehållare,Xylometazolin,ml,"Förkylning, värk & feber",10,389446,R01AA07
Antiflogistikum med analgetisk och antipyretisk effekt,"Voltaren T, Dragerad tablett 25 mg",Blister,Diklofenak,st,"Förkylning, värk & feber",10,056097,M01AB05
Antiflogistikum med analgetisk och antipyretisk effekt,"Voltaren T, Dragerad tablett 25 mg",Blister,Diklofenak,st,"Förkylning, värk & feber",20,056106,M01AB05
Antiflogistikum med analgetisk och antipyretisk effekt,"Voltaren T, Dragerad tablett 25 mg",Blister,Diklofenak,st,"Förkylning, värk & feber",30,028548,M01AB05
Antiflogistikum med analgetisk och antipyretisk effekt,"Voltaren T, Dragerad tablett 25 mg",Blister,Diklofenak,st,"Förkylning, värk & feber",100,028886,M01AB05
Smärtstillande och febernedsättande medel,"Paracetamol Apofri, Filmdragerad tablett 500 mg",Blister,Paracetamol,st,"Förkylning, värk & feber",20,179396,N02BE01
Smärtstillande och febernedsättande medel,"Paracetamol Apofri, Filmdragerad tablett 500 mg",Tablettburk,Paracetamol,st,"Förkylning, värk & feber",105,181080,N02BE01
"Analgetikum, antipyretikum","Panodil, Filmdragerad tablett 500 mg",Blister,Paracetamol,st,"Förkylning, värk & feber",98,059576,N02BE01
"Analgetikum, antipyretikum","Panodil, Filmdragerad tablett 500 mg",Blister,Paracetamol,st,"Förkylning, värk & feber",20,082808,N02BE01
"Analgetikum, antipyretikum","Panodil, Filmdragerad tablett 500 mg",Blister,Paracetamol,st,"Förkylning, värk & feber",96,083655,N02BE01
"Analgetikum, antipyretikum","Panodil, Filmdragerad tablett 500 mg",Burk,Paracetamol,st,"Förkylning, värk & feber",100,085910,N02BE01
"Analgetikum, antipyretikum","Panodil, Filmdragerad tablett 500 mg",Burk,Paracetamol,st,"Förkylning, värk & feber",300,083633,N02BE01
"Analgetikum, antipyretikum","Panodil, Filmdragerad tablett 500 mg",Burk,Paracetamol,st,"Förkylning, värk & feber",9000,097096,N02BE01
"Analgetikum, antipyretikum","Alvedon Novum, Filmdragerad tablett 500 mg",Blisterförp.,Paracetamol,st,"Förkylning, värk & feber",20,067680,N02BE01
"Analgetikum, antipyretikum","Alvedon, Filmdragerad tablett 500 mg",Blister,Paracetamol,st,"Förkylning, värk & feber",50,097644,N02BE01
"Analgetikum, antipyretikum","Alvedon, Filmdragerad tablett 500 mg",Blister,Paracetamol,st,"Förkylning, värk & feber",16,100785,N02BE01
"Analgetikum, antipyretikum","Alvedon, Filmdragerad tablett 500 mg",Blister,Paracetamol,st,"Förkylning, värk & feber",20,097610,N02BE01
"Analgetikum, antipyretikum","Alvedon, Filmdragerad tablett 500 mg",Blister,Paracetamol,st,"Förkylning, värk & feber",100,097621,N02BE01
"Analgetikum, antipyretikum","Alvedon, Filmdragerad tablett 500 mg",Burk,Paracetamol,st,"Förkylning, värk & feber",100,097633,N02BE01
"Analgetikum, antipyretikum","Alvedon, Filmdragerad tablett 500 mg",Tablettburk,Paracetamol,st,"Förkylning, värk & feber",100,126730,N02BE01
"Analgetikum, antipyretikum","Alvedon, Filmdragerad tablett 500 mg",Burk,Paracetamol,st,"Förkylning, värk & feber",300,097655,N02BE01
"Analgetikum, antipyretikum och antiflogistikum","Acetylsalicylsyra/Koffein Apofri, Brustablett 500 mg/50 mg",Burk,"Acetylsalicylsyra,Koffein",st,"Förkylning, värk & feber",25,046138,N02BA51
"Analgetikum, antipyretikum och antiflogistikum","Acetylsalicylsyra/Koffein Apofri, Brustablett 500 mg/50 mg",Burk,"Acetylsalicylsyra,Koffein",st,"Förkylning, värk & feber",50,487168,N02BA51
Antiinflammatoriskt medel med smärtstillande och febernedsättande verkan,"Ibuprofen Apofri, Filmdragerad tablett 200 mg",Blister,Ibuprofen,st,"Förkylning, värk & feber",30,097013,M01AE01
"Analgetikum, antipyretikum och antiflogistikum","Treo citrus, Brustablett 500 mg/50 mg",Rör,"Acetylsalicylsyra,Koffein",st,"Förkylning, värk & feber",10,542348,N02BA51
"Analgetikum, antipyretikum och antiflogistikum","Treo citrus, Brustablett 500 mg/50 mg",Rör,"Acetylsalicylsyra,Koffein",st,"Förkylning, värk & feber",20,590139,N02BA51
"Analgetikum, antipyretikum och antiflogistikum","Treo citrus, Brustablett 500 mg/50 mg",Rör,"Acetylsalicylsyra,Koffein",st,"Förkylning, värk & feber",60,121481,N02BA51
"Analgetikum, antipyretikum","Alvedon, Brustablett 500 mg",Burk,Paracetamol,st,"Förkylning, värk & feber",20,156341,N02BE01
"Analgetikum, antipyretikum","Alvedon, Brustablett 500 mg",Burk,Paracetamol,st,"Förkylning, värk & feber",90,016176,N02BE01
Kortikosteroid för lokal rinitbehandling.,"Rhinocort Aqua, Nässpray, suspension 32 mikrog/dos",Flaska,Budesonid,st,Allergi,120,448126,R01AD05
Kortikosteroid för lokal rinitbehandling.,"Rhinocort Aqua, Nässpray, suspension 32 mikrog/dos",Flaska,Budesonid,st,Allergi,360,492736,R01AD05
Medel mot karies,"Duraphat, Tandkräm 5 mg/g",Tub,Natriumfluorid,g,Mun & tänder,51,038909,A01AA01
Antiviralt medel,"Vectatone, Kräm 1 %",Tub,Penciklovir,g,Mun & tänder,2,149770,D06BB06
Avsvällande nässpray,"Teppix, Nässpray, lösning 0,5 mg/ml",Flaska,Xylometazolin,ml,Barn & baby,10,163495,R01AA07
Antihistamin H1-antagonist,"Clarityn, Tablett 10 mg",Blister,Loratadin,st,Allergi,14,445015,R06AX13
Antihistamin H1-antagonist,"Clarityn, Tablett 10 mg",Blister,Loratadin,st,Allergi,28,005571,R06AX13
Ögondroppar för behandling av allergisk konjunktivit,"Lecrolyn, Ögondroppar, lösning 40 mg/ml",Flaska,Kromoglicinsyra,ml,Allergi,5,012911,S01GX01
Inflammationshämmande medel vid allergisk rinit,"Lomudal Nasal, Nässpray, lösning 5,2 mg/dos",Flaska,Kromoglicinsyra,st,Allergi,100,037720,R01AC01
Inflammationshämmande medel vid allergisk rinit,"Lomudal Nasal, Nässpray, lösning 5,2 mg/dos",Flaska,Kromoglicinsyra,st,Allergi,200,457747,R01AC01
"Icke-steroida antiinflammatoriska/antireumatiska medel, NSAID. Propionsyraderivat","Ipren, Suppositorium 60 mg",Strip,Ibuprofen,st,Barn & baby,10,518853,M01AE01
Ögondroppar för behandling av allergisk konjunktivit,"Lecrolyn, Ögondroppar, lösning i endosbehållare 40 mg/ml",Endosbehållare,Kromoglicinsyra,st,Allergi,20,012883,S01GX01
Ögondroppar för behandling av allergisk konjunktivit,"Lecrolyn, Ögondroppar, lösning i endosbehållare 40 mg/ml",Endosbehållare,Kromoglicinsyra,st,Allergi,60,012869,S01GX01
"Nässpray och näsdroppar med långvarig, avsvällande effekt","Nezeril, Näsdroppar, lösning i endosbehållare 0,25 mg/ml",Endosbehållare,Oximetazolin,ml,Barn & baby,2,054247,R01AA05
"Analgetikum, antipyretikum","Alvedon, Oral lösning 24 mg/ml",Flaska,Paracetamol,ml,Barn & baby,100,524839,N02BE01
"Analgetikum, antipyretikum","Alvedon, Oral lösning 24 mg/ml",Flaska,Paracetamol,ml,Barn & baby,300,373647,N02BE01
"Analgetikum, antipyretikum","Alvedon, Oral lösning 24 mg/ml",Flaska,Paracetamol,ml,Barn & baby,1000,536755,N02BE01
"Analgetikum, antipyretikum","Alvedon, Suppositorium 60 mg",Strip,Paracetamol,st,Barn & baby,10,196014,N02BE01
"Analgetikum, antipyretikum","Panodil, Oral suspension 24 mg/ml",Flaska,Paracetamol,ml,Barn & baby,60,415257,N02BE01
"Analgetikum, antipyretikum","Panodil, Oral suspension 24 mg/ml",Flaska,Paracetamol,ml,Barn & baby,100,014498,N02BE01
"Analgetikum, antipyretikum","Panodil, Oral suspension 24 mg/ml",Flaska,Paracetamol,ml,Barn & baby,200,416826,N02BE01
"Analgetikum, antipyretikum","Panodil, Oral suspension 24 mg/ml",Flaska,Paracetamol,ml,Barn & baby,300,014522,N02BE01
Medel vid gastroesofageal refluxsjukdom,"Gaviscon, Oral suspension",Flaska,"Alginsyra,Aluminiumhydroxid,Kalciumkarbonat,Natriumvätekarbonat",ml,Mage & tarm,100,151152,A02BX13
Medel vid gastroesofageal refluxsjukdom,"Gaviscon, Oral suspension",Flaska,"Alginsyra,Aluminiumhydroxid,Kalciumkarbonat,Natriumvätekarbonat",ml,Mage & tarm,500,098350,A02BX13
Sockerfritt bulkmedel,"Lunelax, Pulver till oral suspension",Burk,Ispaghulaskal,st,Mage & tarm,100,516559,A06AC01
Bulkmedel sötat med sorbitol,"Vi-Siblin S, Granulat 880 mg/g",Påse,Ispaghulaskal,g,Mage & tarm,250,035187,A06AC01
Bulkmedel sötat med sorbitol,"Vi-Siblin S, Granulat 880 mg/g",Påse,Ispaghulaskal,g,Mage & tarm,450,035197,A06AC01
Sockerfritt bulkmedel,"Inolaxol, Granulat",Flaska,Sterkuliagummi,g,Mage & tarm,500,417139,A06AC03
Sockerfritt bulkmedel,"Inolaxol, Oralt pulver",Flaska,Sterkuliagummi,g,Mage & tarm,400,028431,A06AC03
Övriga medel vid funktionella tarmsymtom,"Imogaze, Kapsel, mjuk 240 mg",Blister,Dimetikon (Simetikon),st,Mage & tarm,30,087215,A03AX13
Syrahämmande medel - Protonpumpshämmare,"Omeprazol Apofri, Enterokapsel, hård 20 mg",Blister,Omeprazol,st,Mage & tarm,14,571145,A02BC01
Syrahämmande medel - Protonpumpshämmare,"Omeprazol Apofri, Enterokapsel, hård 20 mg",Burk,Omeprazol,st,Mage & tarm,14,162945,A02BC01
Syrahämmande medel - Protonpumpshämmare,"Omeprazol Apofri, Enterokapsel, hård 20 mg",Blister,Omeprazol,st,Mage & tarm,28,072895,A02BC01
Syrahämmande medel - Protonpumpshämmare,"Omeprazol Apofri, Enterokapsel, hård 20 mg",Burk,Omeprazol,st,Mage & tarm,28,456489,A02BC01
Syrabindande medel,"Novalucol, Tuggtablett",Blister,"Kalciumkarbonat,Magnesiumhydroxid",st,Mage & tarm,30,478222,A02AD01
Syrabindande medel,"Novalucol, Tuggtablett",Blister,"Kalciumkarbonat,Magnesiumhydroxid",st,Mage & tarm,60,113321,A02AD01
Syrabindande medel,"Novalucol, Tuggtablett",Blister,"Kalciumkarbonat,Magnesiumhydroxid",st,Mage & tarm,100,478248,A02AD01
Bulkmedel sötat med socker.,"Vi-Siblin, Granulat 610 mg/g",Påse,Ispaghulaskal,g,Mage & tarm,250,543710,A06AC01
Bulkmedel sötat med socker.,"Vi-Siblin, Granulat 610 mg/g",Påse,Ispaghulaskal,g,Mage & tarm,500,543728,A06AC01
Bulkmedel sötat med socker,"Vi-Siblin, Granulat i dospåse 610 mg/g",Dospåse,Ispaghulaskal,st,Mage & tarm,20,537571,A06AC01
Bulkmedel sötat med socker,"Vi-Siblin, Granulat i dospåse 610 mg/g",Dospåse,Ispaghulaskal,st,Mage & tarm,50,035160,A06AC01
Utvärtes medel vid led- och muskelsmärtor,"Reparil N, Gel 10 mg/g + 50 mg/g",Tub,"Salicylsyra,escin",g,"Förkylning, värk & feber",100,002537,M02A
Medel vid nikotinberoende,"Nicotinell, Depotplåster 21 mg/24 timmar",Dospåse,Nikotin,st,Motion & hälsa,7,012799,N07BA01
Medel vid nikotinberoende,"Nicotinell, Depotplåster 21 mg/24 timmar",Påse,Nikotin,st,Motion & hälsa,21,066423,N07BA01
Bulkmedel sötat med socker,"Vi-Siblin, Granulat i dospåse 610 mg/g",Dospåse,Ispaghulaskal,st,Mage & tarm,100,001698,A06AC01
Medel vid nikotinberoende,"Nicotinell, Depotplåster 7 mg/24 timmar",Påse,Nikotin,st,Motion & hälsa,7,012278,N07BA01
Medel vid nikotinberoende,"Nicotinell, Depotplåster 7 mg/24 timmar",Påse,Nikotin,st,Motion & hälsa,21,066399,N07BA01
Smärtstillande och febernedsättande medel,"Pinex, Filmdragerad tablett 500 mg",Blister,Paracetamol,st,"Förkylning, värk & feber",20,552627,N02BE01
Smärtstillande och febernedsättande medel,"Pinex, Filmdragerad tablett 500 mg",Blister,Paracetamol,st,"Förkylning, värk & feber",100,445030,N02BE01
Smärtstillande och febernedsättande medel,"Pinex, Filmdragerad tablett 500 mg",Burk,Paracetamol,st,"Förkylning, värk & feber",500,410091,N02BE01
Antiinflammatoriskt medel med smärtstillande och febernedsättande verkan,"Ibumetin, Tablett 400 mg",Blister,Ibuprofen,st,"Förkylning, värk & feber",10,521781,M01AE01
"Nässpray med långvarig, avsvällande effekt","Nasin, Nässpray, lösning 0,25 mg/ml",Flaska,Oximetazolin,ml,"Förkylning, värk & feber",7.5,088484,R01AA05
Antiinflammatoriskt medel med smärtstillande och febernedsättande verkan,"Ibuprofen ratiopharm, Filmdragerad tablett 400 mg",Blister,Ibuprofen,st,"Förkylning, värk & feber",30,079711,M01AE01
Antiinflammatoriskt medel med smärtstillande och febernedsättande verkan,"Ibumetin, Tablett 400 mg",Blister,Ibuprofen,st,"Förkylning, värk & feber",30,473967,M01AE01
Antiinflammatoriskt medel med smärtstillande och febernedsättande verkan,"Ibumetin, Tablett 400 mg",Burk,Ibuprofen,st,"Förkylning, värk & feber",100,473694,M01AE01
Antiinflammatoriskt medel med smärtstillande och febernedsättande verkan,"Ibumetin, Tablett 400 mg",Burk,Ibuprofen,st,"Förkylning, värk & feber",250,453472,M01AE01
Antiviralt medel,"Vectavir, Kräm 1 %",Tub,Penciklovir,g,Mun & tänder,2,399782,D06BB06
Antiviralt medel,"Vectavir, Kräm 1 %",Tub,Penciklovir,g,Mun & tänder,5,399790,D06BB06
Medel mot karies,"Fludent Mint, Sugtablett 0,75 mg",Burk,Natriumfluorid,st,Mun & tänder,100,454512,A01AA01
Medel mot karies,"Fludent Mint, Sugtablett 0,75 mg",Burk,Natriumfluorid,st,Mun & tänder,200,022092,A01AA01
"Smärtstillande, febernedsättande och inflammationshämmande","Bamyl, Tablett 500 mg",Blister,Acetylsalicylsyra,st,"Förkylning, värk & feber",2,554068,N02BA01
"Smärtstillande, febernedsättande och inflammationshämmande","Bamyl, Tablett 500 mg",Blister,Acetylsalicylsyra,st,"Förkylning, värk & feber",30,084150,N02BA01
Medel mot muntorrhet och karies,"Xerodent, Sugtablett 28,6 mg/0,25 mg",Blister,"Natriumfluorid,Äppelsyra",st,Mun & tänder,90,048504,A01AA30
Medel mot muntorrhet och karies,"Xerodent, Sugtablett 28,6 mg/0,25 mg",Burk,"Natriumfluorid,Äppelsyra",st,Mun & tänder,90,013593,A01AA30
Medel mot muntorrhet och karies,"Xerodent, Sugtablett 28,6 mg/0,25 mg",Burk,"Natriumfluorid,Äppelsyra",st,Mun & tänder,270,048546,A01AA30
Medel mot karies,"Fludent Mint, Sugtablett 0,5 mg",Burk,Natriumfluorid,st,Mun & tänder,200,022081,A01AA01
"Analgetikum, antipyretikum","Alvedon, Suppositorium 500 mg",Strip,Paracetamol,st,Barn & baby,10,010777,N02BE01
"Analgetikum, antipyretikum","Alvedon, Suppositorium 500 mg",Strip,Paracetamol,st,Barn & baby,50,438497,N02BE01
Medel mot migrän och antiflogistikum med analgetisk och antipyretisk effekt,"Eeze, Filmdragerad tablett 25 mg",Blister,Diklofenak,st,"Förkylning, värk & feber",6,049087,M01AB05
Medel mot migrän och antiflogistikum med analgetisk och antipyretisk effekt,"Eeze, Filmdragerad tablett 25 mg",Blister,Diklofenak,st,"Förkylning, värk & feber",12,503013,M01AB05
Medel mot migrän och antiflogistikum med analgetisk och antipyretisk effekt,"Eeze, Filmdragerad tablett 25 mg",Blister,Diklofenak,st,"Förkylning, värk & feber",18,044023,M01AB05
"Smärtstillande, febernedsättande och inflammationshämmande","Bamyl, Brustablett 500 mg",Rör,Acetylsalicylsyra,st,"Förkylning, värk & feber",25,417881,N02BA01
"Smärtstillande, febernedsättande och inflammationshämmande","Bamyl, Brustablett 500 mg",Rör,Acetylsalicylsyra,st,"Förkylning, värk & feber",75,417899,N02BA01
Vitamin D,"D-vitamin Vatten ACO, Orala droppar, lösning 80 IE/droppe",Flaska,Kolekalciferol (vitamin D3),ml,Barn & baby,25,112940,A11CC
Medel mot karies.,"Fludent Citron, Sugtablett 0,25 mg",Burk,Natriumfluorid,st,Mun & tänder,200,117274,A01AA01
Antiseptiskt munvårdsmedel,"Corsodyl, Munhålegel 1 %",Tub,Klorhexidin,g,Mun & tänder,50,081490,A01AB03
"Vitaminer, mineraler och Ginseng G 115","Gericomplex, Filmdragerad tablett",Blister,"Panax ginseng (ginseng) rot, extrakt (1,3-3,2:1) (G115)",st,Kost & kosttillskott,30,402218,N06
"Vitaminer, mineraler och Ginseng G 115","Gericomplex, Filmdragerad tablett",Flaska,"Panax ginseng (ginseng) rot, extrakt (1,3-3,2:1) (G115)",st,Kost & kosttillskott,90,560612,N06
Lugnande medel.,"Hypermin, Tablett",Burk,Hypericum perforatum (johannesört) färsk ört; torrt extrakt ...,st,Kost & kosttillskott,60,492352,N05B
Lugnande medel.,"Hypermin, Tablett",Burk,Hypericum perforatum (johannesört) färsk ört; torrt extrakt ...,st,Kost & kosttillskott,120,485754,N05B
Perifert verkande antiobesitasmedel,"alli, Kapsel, hård 60 mg",Burk,Orlistat,st,Kost & kosttillskott,84,165295,A08AB01
Perifert verkande antiobesitasmedel,"alli, Kapsel, hård 60 mg",Burk,Orlistat,st,Kost & kosttillskott,120,537950,A08AB01
Järnpreparat med magsaftresistenta granulat,"Niferex, Enterokapsel, hård 100 mg",Blister,Ferroglycinsulfatkomplex,st,Kost & kosttillskott,50,486182,B03AA01
Vitamin C,"C-vimin, Brustablett 1 g",Rör,Askorbinsyra,st,Kost & kosttillskott,25,009142,A11GA01
Vitamin C,"C-vimin, Brustablett 1 g",Rör,Askorbinsyra,st,Kost & kosttillskott,50,528109,A11GA01
Vitamin C,"C-vimin, Brustablett 1 g",Rör,Askorbinsyra,st,Kost & kosttillskott,100,009159,A11GA01
Vitamintonika utan alkohol,"Lixir, Oral lösning",Flaska,"Askorbinsyra,Dexpantenol,Koffein,Nikotinamid,Pyridoxin,Retinol,Riboflavin,Tiamin",ml,Kost & kosttillskott,500,146738,A11JC
Vitamintonika utan alkohol,"Lixir, Oral lösning",Flaska,"Askorbinsyra,Dexpantenol,Koffein,Nikotinamid,Pyridoxin,Retinol,Riboflavin,Tiamin",ml,Kost & kosttillskott,1000,005371,A11JC
Vitamin C,"C-vimin apelsin, Brustablett 1 g",Rör,Askorbinsyra,st,Kost & kosttillskott,25,004951,A11GA01
Vitamin C,"C-vimin apelsin, Brustablett 1 g",Rör,Askorbinsyra,st,Kost & kosttillskott,50,528117,A11GA01
Vitamin C,"C-vimin apelsin, Brustablett 1 g",Rör,Askorbinsyra,st,Kost & kosttillskott,100,031344,A11GA01
"Avsvällande och övriga medel för lokal behandling vid nässjukdomar, Kortikosteroider.","Desonix, Nässpray, suspension 32 mikrog/dos",Spraybehållare,Budesonid,st,Allergi,120,029687,R01AD05
"Avsvällande och övriga medel för lokal behandling vid nässjukdomar, Kortikosteroider.","Desonix, Nässpray, suspension 32 mikrog/dos",Spraybehållare,Budesonid,st,Allergi,360,029699,R01AD05
Hostlösande medel,"Quilla simplex, Oral lösning",Flaska,"Ammoniumklorid,Kvillaja",ml,Barn & baby,200,414862,R05CA10
Hostlösande medel,"Quilla simplex, Oral lösning",Flaska,"Ammoniumklorid,Kvillaja",ml,Barn & baby,300,054346,R05CA10
"Icke-steroida antiinflammatoriska/antireumatiska medel, NSAID, Propionsyraderivat","Nurofen Apelsin, Oral suspension 40 mg/ml",Flaska,Ibuprofen,ml,Barn & baby,100,598925,M01AE01
Medel vid lindrig halsinfektion,"Bafucin, Sugtablett",Burk,"Bensokain,Cetylpyridin,Diklorobensylalkohol,Gramicidin",st,Barn & baby,25,006684,R02AB30
Medel vid lindrig halsinfektion,"Bafucin, Sugtablett",Burk,"Bensokain,Cetylpyridin,Diklorobensylalkohol,Gramicidin",st,Barn & baby,50,408161,R02AB30
Medel vid lindrig halsinfektion,"Bafucin, Sugtablett",Burk,"Bensokain,Cetylpyridin,Diklorobensylalkohol,Gramicidin",st,Barn & baby,100,006692,R02AB30
Halstabletter,"Bafucin Mint, Sugtablett",Burk,"Bensokain,Cetylpyridin,Diklorobensylalkohol,Gramicidin",st,Barn & baby,25,413294,R02AB30
Halstabletter,"Bafucin Mint, Sugtablett",Burk,"Bensokain,Cetylpyridin,Diklorobensylalkohol,Gramicidin",st,Barn & baby,50,413302,R02AB30
Halstabletter,"Bafucin Mint, Sugtablett",Burk,"Bensokain,Cetylpyridin,Diklorobensylalkohol,Gramicidin",st,Barn & baby,100,413310,R02AB30
Antiinflammatoriskt lokalanestetikum för oral behandling,"Zyx mint, Sugtablett 3 mg",Kartong,Benzydamin,st,Barn & baby,20,123440,A01AD02
Antiinflammatoriskt lokalanestetikum för oral behandling,"Zyx eukalyptus, Sugtablett 3 mg",Kartong,Benzydamin,st,Barn & baby,20,413548,A01AD02
